id,商品タイトル,商品紹介,サイズ・容量,規格,出荷条件,良品返品,注文について,JANコード,url
153,【令和記念価格かぶせ結び】女性浴衣帯・職人最高仕立て。,浴衣作り帯　/　浴衣帯　/　女性浴衣帯　/　作り帯,作り帯の部分：幅　約３５ｃｍ、たて　約２０ｃｍ。,ポリエステル　１００％。日本製。,,可能,会員のみ注文が可能です,,https://www.netsea.jp/shop/291306/biw120
154,Tシャツ RING MICXXX HANDS メンズ レディース サーフプリントTシャツ メンズTシャツ,「薄すぎず、厚すぎない」 トレンドを意識したスタイリッシュシルエット,"【MEN'S】 
S：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 19cm 
M：着丈 69cm / 身幅 52cm / 肩幅 46cm / 袖丈 20cm 
L：着丈 73cm / 身幅 55cm / 肩幅 50cm / 袖丈 22cm 
XL：着丈 77cm / 身幅 58cm / 肩幅 54cm / 袖丈 24cm 
※サイズ感が大きめの為、ワンサイズ下をオススメします。 

【LADY'S】 
G-S：着丈 59cm / 身幅 43cm / 肩幅 36cm / 袖丈 16cm 
G-M：着丈 62cm / 身幅 46cm / 肩幅 39cm / 袖丈 17cm 
G-L：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 18cm 
※レディースのみ型が変わります。 

【KID'S】 
140：着丈 55cm / 身幅 40cm / 袖丈 17cm 
150：着丈 59cm / 身幅 43cm / 袖丈 19cm 
160：着丈 62cm / 身幅 45cm / 袖丈 20cm",,ご注文より10日前後,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/381106/trnm-006
155,Tシャツ CHAMPAGNE MICXXX HANDS メンズ レディース サーフプリントTシャツ メンズTシャツ,「薄すぎず、厚すぎない」 トレンドを意識したスタイリッシュシルエット,"【MEN'S】 
S：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 19cm 
M：着丈 69cm / 身幅 52cm / 肩幅 46cm / 袖丈 20cm 
L：着丈 73cm / 身幅 55cm / 肩幅 50cm / 袖丈 22cm 
XL：着丈 77cm / 身幅 58cm / 肩幅 54cm / 袖丈 24cm 
※サイズ感が大きめの為、ワンサイズ下をオススメします。 

【LADY'S】 
G-S：着丈 59cm / 身幅 43cm / 肩幅 36cm / 袖丈 16cm 
G-M：着丈 62cm / 身幅 46cm / 肩幅 39cm / 袖丈 17cm 
G-L：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 18cm 
※レディースのみ型が変わります。 

【KID'S】 
140：着丈 55cm / 身幅 40cm / 袖丈 17cm 
150：着丈 59cm / 身幅 43cm / 袖丈 19cm 
160：着丈 62cm / 身幅 45cm / 袖丈 20cm",,ご注文より10日前後,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/381106/trnm-007
156,Tシャツ CREDIT CARD MICXXX HANDS メンズ レディース サーフプリントTシャツ メンズTシャツ,「薄すぎず、厚すぎない」 トレンドを意識したスタイリッシュシルエット,"【MEN'S】 
S：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 19cm 
M：着丈 69cm / 身幅 52cm / 肩幅 46cm / 袖丈 20cm 
L：着丈 73cm / 身幅 55cm / 肩幅 50cm / 袖丈 22cm 
XL：着丈 77cm / 身幅 58cm / 肩幅 54cm / 袖丈 24cm 
※サイズ感が大きめの為、ワンサイズ下をオススメします。 

【LADY'S】 
G-S：着丈 59cm / 身幅 43cm / 肩幅 36cm / 袖丈 16cm 
G-M：着丈 62cm / 身幅 46cm / 肩幅 39cm / 袖丈 17cm 
G-L：着丈 65cm / 身幅 49cm / 肩幅 42cm / 袖丈 18cm 
※レディースのみ型が変わります。 

【KID'S】 
140：着丈 55cm / 身幅 40cm / 袖丈 17cm 
150：着丈 59cm / 身幅 43cm / 袖丈 19cm 
160：着丈 62cm / 身幅 45cm / 袖丈 20cm",,ご注文より10日前後,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/381106/trnm-012
157,2019 春夏新作 キッズ女の子   大人　原宿系 ワンピース,ＨＩＰＨＯＰ系・ストリート系・原宿系商品ならTREND9,【サイズ】110~160  ※詳細はサイズ表記をご参考下さい。   ※自社採寸のためサイズ表記と誤差が生じる場合がございます。,【素材】COTTON/　      ※各お客様モニターの発色具合により実物のカラーと異なって見える場合がございます。  【原産国】中国  ※海外生産のため国内生産の縫製基準とは異なりますことをご了承下さいませ。,◆代引き・クレジット→５～８営業日前後で出荷◆銀行振込→入金確認後に発注、５～８営業日前後で出荷,不可,取引申請が必要です,,https://www.netsea.jp/shop/531609/KS097
158,2019 春夏新作 キッズ女の子   大人　原宿系 ワンピース,ＨＩＰＨＯＰ系・ストリート系・原宿系商品ならTREND9,【サイズ】110~160  ※詳細はサイズ表記をご参考下さい。   ※自社採寸のためサイズ表記と誤差が生じる場合がございます。,【素材】COTTON/　      ※各お客様モニターの発色具合により実物のカラーと異なって見える場合がございます。  【原産国】中国  ※海外生産のため国内生産の縫製基準とは異なりますことをご了承下さいませ。,◆代引き・クレジット→５～８営業日前後で出荷◆銀行振込→入金確認後に発注、５～８営業日前後で出荷,不可,取引申請が必要です,,https://www.netsea.jp/shop/531609/KS098
159,2019 春夏新作 ワンピース ダンス  キッズ女の子  　原宿系 半袖 ストリート系,ＨＩＰＨＯＰ系・ストリート系・原宿系商品ならTREND9,【サイズ】120~160  ※詳細はサイズ表記をご参考下さい。   ※自社採寸のためサイズ表記と誤差が生じる場合がございます。,【素材】COTTON/　      ※各お客様モニターの発色具合により実物のカラーと異なって見える場合がございます。  【原産国】中国  ※海外生産のため国内生産の縫製基準とは異なりますことをご了承下さいませ。,◆代引き・クレジット→５～８営業日前後で出荷◆銀行振込→入金確認後に発注、５～８営業日前後で出荷,不可,取引申請が必要です,,https://www.netsea.jp/shop/531609/KS099
160,ワンピース ノースリーブ  オシャレ花柄  パーティー オフィス 二次会 2019夏新作  エレガント,,"サイズ：

画像の通り

測り方によって、誤差は1-3cmがございます。",素材：ポリエステル     製造：中国,入金確認後翌日～5日内発送です。,不可,取引申請が必要です,,https://www.netsea.jp/shop/541057/slm1905-017
161,ワンピース シャツネック  オシャレ花柄  パーティー オフィス 二次会 2019夏新作  エレガント,,"サイズ：

画像の通り

測り方によって、誤差は1-3cmがございます。",素材：ポリエステル     製造：中国,入金確認後翌日～5日内発送です。,不可,取引申請が必要です,,https://www.netsea.jp/shop/541057/slm1905-018
162,ワンピース オシャレシャツネック花柄不規則  パーティーオフィス 二次会 2019夏新作  エレガント,,"サイズ：

画像の通り

測り方によって、誤差は1-3cmがございます。",素材：ポリエステル     製造：中国,入金確認後翌日～5日内発送です。,不可,取引申請が必要です,,https://www.netsea.jp/shop/541057/slm1905-019
163,トートバッグ 帆布 大きい 軽量 激安 レディース キャンバス 肩掛け トート ギフト 通勤通学,,"サイズ：上幅44cm/下幅29cm/高さ42cm
重量：110g
素材：キャンバス",,,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/588506/10001294
164,トートバッグ 帆布 大きい 軽量 激安 レディース キャンバス 肩掛け トート ギフト 通勤通学,,"サイズ：W35H38
重量：190g
素材：キャンバス",,,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/588506/10001295
165,ハンドバッグ レディース 純綿 お散布 ペット袋 お買い物 ミニバッグ 手首掛け,,"カラー：バージョンA・バージョンB
サイズ：W22cmH31cm
重さ：80g 素材：綿",,,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/588506/10001296
166,カービング◆神聖幾何学◆フラワーオブライフ◆【水晶金彫】,水晶に金彫りした神聖幾何学フラワーオブライフカービングです。,【商品仕様】直径 約12ｍｍ,天然石,ご入金確認後、3営業日以内に発送いたします。,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/620140/ca-sg-fl-qg
167,カービング◆神聖幾何学◆ツリーオブライフ◆【水晶金彫】,水晶に金彫りした神聖幾何学ツリーオブライフカービングです。,【商品仕様】直径 約12ｍｍ,天然石,ご入金確認後、3営業日以内に発送いたします。,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/620140/ca-sg-tl-qg
168,カービング◆神聖幾何学◆セフィロト◆【水晶金彫】,水晶に金彫りした神聖幾何学セフィロトカービングです。,【商品仕様】直径 約12ｍｍ,天然石,ご入金確認後、3営業日以内に発送いたします。,不可,会員のみ注文が可能です,,https://www.netsea.jp/shop/620140/ca-sg-se-qg
169,裏地付き♪ウエストレースアップオフショルシャーリングトップス/編み上げ/フレア◆6420001【ネコポス可】,ウエストレースアップとフレア袖がスタイルアップに☆,・コメント高級感のある素材だからさらりと着るだけでリッチな印象に♪ウエストレースアップとフレア袖がスタイルアップに☆エレガントでキレイめスタイルにもなれるので幅広い年代にもおすすめな1枚となっています！！パンツにもスカートにも合うのでボトムスを選びません◎オフショルはデコルテラインを美しく魅せてくれる優秀アイテム！・サイズ【Fサイズ】着丈：約50cm裄丈：約50cm身幅：約47cm裏地：あり※すべて平置きサイズです。モデル身長：162cm着用サイズ：全て最小サイズ着用,表地：ポリエステル97%・ポリウレタン3%裏地：ポリエステル100%伸縮性：若干あり透け感：なし,※3・4営業日以内発送,不可,取引申請が必要です,,https://www.netsea.jp/shop/4004/6420001
